Time[s], MOSI, MISO, SCK, CSN, CE, IRQ
0.181983375000000, 1, 0, 0, 0, 0, 1
0.181985375000000, 0, 0, 0, 0, 0, 1
0.181986375000000, 0, 0, 1, 0, 0, 1
0.181990375000000, 0, 0, 0, 0, 0, 1
0.181993375000000, 0, 0, 1, 0, 0, 1
0.181997375000000, 0, 0, 0, 0, 0, 1
0.182000375000000, 0, 0, 1, 0, 0, 1
0.182003875000000, 0, 0, 0, 0, 0, 1
0.182012750000000, 1, 0, 0, 0, 0, 1
0.182014250000000, 1, 0, 1, 0, 0, 1
0.182018250000000, 1, 0, 0, 0, 0, 1
0.182020250000000, 0, 0, 0, 0, 0, 1
0.182021250000000, 0, 0, 1, 0, 0, 1
0.182025250000000, 0, 0, 0, 0, 0, 1
0.182028125000000, 0, 0, 1, 0, 0, 1
0.182032125000000, 0, 0, 0, 0, 0, 1
0.182033625000000, 1, 0, 0, 0, 0, 1
0.182035125000000, 1, 0, 1, 0, 0, 1
0.182039125000000, 1, 0, 0, 0, 0, 1
0.182042125000000, 1, 0, 1, 0, 0, 1
0.182046125000000, 1, 0, 0, 0, 0, 1
0.182048125000000, 0, 0, 0, 0, 0, 1
0.182049125000000, 0, 0, 1, 0, 0, 1
0.182053000000000, 0, 0, 0, 0, 0, 1
0.182054500000000, 1, 0, 0, 0, 0, 1
0.182056000000000, 1, 0, 1, 0, 0, 1
0.182060000000000, 1, 0, 0, 0, 0, 1
0.182062000000000, 0, 0, 0, 0, 0, 1
0.182063000000000, 0, 0, 1, 0, 0, 1
0.182066500000000, 0, 0, 0, 0, 0, 1
0.182075375000000, 1, 0, 0, 0, 0, 1
0.182076875000000, 1, 0, 1, 0, 0, 1
0.182080875000000, 1, 0, 0, 0, 0, 1
0.182083875000000, 1, 0, 1, 0, 0, 1
0.182087875000000, 1, 0, 0, 0, 0, 1
0.182090875000000, 1, 0, 1, 0, 0, 1
0.182094875000000, 1, 0, 0, 0, 0, 1
0.182096750000000, 0, 0, 0, 0, 0, 1
0.182097750000000, 0, 0, 1, 0, 0, 1
0.182101750000000, 0, 0, 0, 0, 0, 1
0.182103250000000, 1, 0, 0, 0, 0, 1
0.182104750000000, 1, 0, 1, 0, 0, 1
0.182108750000000, 1, 0, 0, 0, 0, 1
0.182110750000000, 0, 0, 0, 0, 0, 1
0.182111750000000, 0, 0, 1, 0, 0, 1
